Name,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
Tales of Phantasia,0.08,0.03,0.17,0.01,0.29
The Golden Compass,0.14,0.1,0,0.05,0.29
F1 Race Stars,0.07,0.18,0,0.03,0.29
All Star Cheer Squad,0.26,0,0,0.02,0.28
Rugby World Cup 2011,0.03,0.21,0,0.04,0.28
Ice Age: Dawn of the Dinosaurs,0.11,0.14,0,0.03,0.28
Monster 4x4: Masters of Metal,0.14,0.11,0,0.04,0.28
SingStar Country,0.14,0.11,0,0.04,0.28
DeathSmiles,0.15,0.06,0.05,0.02,0.28
VMX Racing,0.16,0.11,0,0.02,0.28
Hot Shots Golf: World Invitational,0,0,0.28,0,0.28
Disney's Extreme Skate Adventure,0.2,0.08,0,0.01,0.28
Dragon Ball GT: Transformation,0.2,0.08,0,0.01,0.28
Bratz Ponyz,0.26,0,0,0.02,0.28
Super Fire ProWrestling X,0,0,0.28,0,0.28
Baby Pals,0.26,0.01,0,0.02,0.28
International Superstar Soccer,0,0,0.28,0,0.28
Metal Gear Solid V: Ground Zeroes,0.15,0.11,0,0.02,0.28
Tigger's Honey Hunt,0.16,0.11,0,0.02,0.28
The Warriors,0.21,0.06,0,0.01,0.28
Monopoly Streets,0.16,0.1,0,0.03,0.28
Shadow Hearts,0.09,0.07,0.1,0.02,0.28
NHL 2K11,0.24,0.02,0,0.02,0.28
One Piece: Burning Blood,0.1,0.08,0.07,0.04,0.28
Haven: Call of the King,0.14,0.11,0,0.04,0.28
Street Hoops,0.21,0.06,0,0.01,0.28
Yu-Gi-Oh! Double Pack,0.2,0.08,0,0.01,0.28
X-Men: Reign of Apocalypse,0.2,0.08,0,0.01,0.28
R: Racing Evolution,0.14,0.11,0,0.04,0.28
Tony Hawk: Shred,0.18,0.07,0,0.04,0.28
Netsu Chu! Pro Yakyuu 2003,0,0,0.28,0,0.28
ATV Quad Power Racing 2,0.22,0.06,0,0.01,0.28
Digimon Adventure: Anode Tamer,0,0,0.28,0,0.28
Fantastic 4: Flame On,0.2,0.08,0,0.01,0.28
Siren: Blood Curse,0,0.17,0.09,0.02,0.28
Pro Evolution Soccer 2017,0.01,0.16,0.09,0.03,0.28
Chromehounds,0.24,0,0.01,0.02,0.28
Marvel Nemesis: Rise of the Imperfects,0.21,0.06,0,0.01,0.28
The King of Fighters '95,0,0,0.28,0,0.28
Pirates of the Caribbean: Dead Man's Chest,0.25,0.01,0,0.02,0.28
Assassin's Creed II: Discovery,0.15,0.11,0,0.03,0.28
F/A-18F Super Hornet,0.2,0.08,0,0.01,0.28
Avatar: The Last Airbender,0.24,0.02,0,0.02,0.28
Final Fantasy VI Advance,0,0,0.28,0.01,0.28
Polaris,0.26,0.02,0,0,0.28
Viewtiful Joe,0.14,0.11,0,0.04,0.28
Triple Play 2000,0.27,0.01,0,0,0.28
Beyblade: Metal Masters,0.16,0.1,0,0.03,0.28
Need for Speed: Most Wanted,0.14,0.12,0,0.02,0.28
Arcade Hits: Frisky Tom,0.16,0.11,0,0.02,0.28
Dead to Rights: Retribution,0.1,0.12,0.02,0.05,0.28
Harry Potter and the Sorcerer's Stone,0.14,0.11,0,0.04,0.28
Unreal Championship 2: The Liandri Conflict,0.22,0.05,0,0.01,0.28
Kung Fu Chaos,0.21,0.06,0,0.01,0.28
Mega Man: Dr. Wily's Revenge,0,0,0.28,0,0.28
Yu-Gi-Oh! World Championship 2008,0.13,0.02,0.12,0.01,0.28
Naruto Shippuden: Ultimate Ninja Storm 4,0.19,0.06,0,0.03,0.28
Godzilla: Domination!,0.2,0.07,0,0.01,0.28
Sly Cooper: Thieves in Time,0.16,0.06,0,0.05,0.28
Tales of the World: Radiant Mythology 3,0,0,0.28,0,0.28
Famista '92,0,0,0.28,0,0.28
Jissen Pachi-Slot Hisshouhou! Moujuu-Oh S,0,0,0.28,0,0.28
Jackass the Game,0.14,0.11,0,0.04,0.28
Mega Man II,0,0,0.28,0,0.28
Lord of Darkness,0,0,0.28,0,0.28
Hannah Montana: Spotlight World Tour,0.12,0.02,0,0.14,0.28
Rocket Power: Beach Bandits,0.2,0.07,0,0.01,0.28
Surf's Up,0.26,0,0,0.02,0.28
Carol Vorderman's Sudoku,0,0.23,0,0.05,0.28
MX SuperFly featuring Ricky Carmichael,0.14,0.11,0,0.04,0.28
Remington Super Slam Hunting: Africa,0.27,0,0,0.02,0.28
Army of Two: The Devil's Cartel,0.11,0.11,0.01,0.05,0.28
Syphon Filter: Dark Mirror,0.14,0.11,0,0.04,0.28
Conflict: Desert Storm II - Back to Bagdhad,0.21,0.06,0,0.01,0.28
Guitar Hero Live,0.09,0.14,0,0.05,0.28
Mission: Impossible - Operation Surma,0.14,0.11,0,0.04,0.28
Sesame Street: Elmo's A-to-Zoo Adventure,0.27,0,0,0.02,0.28
MLB 07: The Show,0.26,0,0,0.02,0.28
Pitfall: The Mayan Adventure,0.2,0.07,0,0.01,0.28
Driver: Parallel Lines,0.12,0.1,0.03,0.03,0.28
Sing Party,0.13,0.12,0,0.02,0.28
Shrek: Ogres & Dronkeys,0.26,0,0,0.02,0.28
Monopoly,0.16,0.1,0,0.03,0.28
Hot Wheels: Track Attack,0.18,0.08,0,0.02,0.28
Backyard Wrestling 2: There Goes the Neighborhood,0.14,0.11,0,0.04,0.28
Virtua Fighter 5 Online,0.2,0.03,0.03,0.02,0.28
Disney's Treasure Planet,0.2,0.07,0,0.01,0.28
Dead or Alive,0.09,0.06,0.1,0.02,0.28
Wild ARMs 5,0.14,0.11,0,0.04,0.28
Bionic Commando,0.12,0.12,0.01,0.03,0.28
NFL Blitz 20-02,0.14,0.11,0,0.04,0.28
Mega Man 7,0.03,0.01,0.23,0.01,0.28
NCAA March Madness 2005,0.21,0.06,0,0.01,0.28
Shadows of the Damned,0.11,0.09,0.04,0.04,0.28
"The Chronicles of Narnia: The Lion, The Witch and The Wardrobe",0.22,0.06,0,0.01,0.28
NBA In The Zone,0.16,0.11,0,0.02,0.28
Corvette,0.2,0.07,0,0.01,0.28
F1 ROC: Race of Champions,0,0,0.28,0,0.28
Just Dance 2015,0.12,0.11,0,0.05,0.28
The Adventures of Jimmy Neutron Boy Genius: Attack of the Twonkies,0.22,0.06,0,0.01,0.28
Silent Hill 2: Restless Dreams,0.21,0.06,0,0.01,0.28
Cabela's Big Game Hunter 2012,0.24,0.02,0,0.02,0.28
Dragon Quest Heroes II: Twin Kings and the Prophecy's End,0,0,0.28,0,0.28
Moshi Monsters: Moshlings Theme Park,0.13,0.13,0,0.03,0.28
UEFA Euro 2016,0,0.21,0.03,0.03,0.28
Soul Nomad & the World Eaters,0.14,0.11,0,0.04,0.28
RollerCoaster Tycoon 3,0.01,0.22,0,0.05,0.28
Bass Strike,0.14,0.11,0,0.04,0.28
NHL Hitz 20-03,0.14,0.11,0,0.04,0.28
Danganronpa Another Episode: Ultra Despair Girls,0.1,0.03,0.12,0.04,0.28
Pac-Man Fever,0.21,0.06,0,0.01,0.28
Over the Hedge,0.25,0.01,0,0.02,0.28
Real Pool,0.14,0.11,0,0.04,0.28
iCarly 2: iJoin The Click!,0.26,0.01,0,0.02,0.28
The Warriors,0.23,0.02,0,0.03,0.28
Mister Mosquito,0.05,0.04,0.17,0.01,0.28
Kakyuusei,0,0,0.28,0,0.28
Patapon 3,0.05,0.04,0.17,0.02,0.28
Sesame Street: Cookie's Counting Carnival,0.26,0,0,0.02,0.28
Civilization II,0.15,0.11,0,0.02,0.28
Guitar Hero: Van Halen,0.14,0.09,0,0.04,0.28
Dynasty Warriors: Gundam,0,0,0.28,0,0.28
Madagascar,0.21,0.06,0,0.01,0.28
Transformers: Cybertron Adventures,0.15,0.1,0,0.03,0.28
Indiana Jones and the Staff of Kings,0.11,0.01,0,0.16,0.28
F-1 Grand Prix,0,0,0.28,0,0.28
Mass Effect 3,0.14,0.11,0,0.02,0.28
Pinkalicious,0.26,0,0,0.02,0.28
SimCity 2000,0,0,0.28,0,0.28
Deer Hunter,0.14,0.11,0,0.04,0.28
Pokemon Box: Ruby & Sapphire,0,0,0.27,0.01,0.28
Puyo Puyo! 15th Anniversary,0,0,0.28,0,0.28
Yu-Gi-Oh! Monster Capsule Breed & Battle,0,0,0.26,0.02,0.28
FIFA Soccer 07,0.24,0.01,0,0.02,0.28
Mass Effect Trilogy,0.09,0.16,0,0.03,0.28
Dave Mirra Freestyle BMX 2,0.21,0.06,0,0.01,0.28
AC/DC LIVE: Rock Band Track Pack,0.25,0,0,0.02,0.28
My Japanese Coach,0.25,0,0,0.02,0.28
Puppeteer,0.11,0.1,0.02,0.04,0.28
Warpath: Jurassic Park,0.15,0.1,0,0.02,0.28
Tak and the Guardians of Gross,0.14,0.11,0,0.04,0.28
True Crime: New York City,0.21,0.06,0,0.01,0.28
Summer Heat Beach Volleyball,0.14,0.11,0,0.04,0.28
NCAA Basketball 09,0.14,0.11,0,0.04,0.28
One Piece Unlimited Cruise 1: The Treasure Beneath the Waves,0,0.07,0.19,0.01,0.28
Marvel Super Hero Squad: The Infinity Gauntlet,0.22,0.04,0,0.02,0.28
Dead Rising 2: Off the Record,0.17,0.09,0,0.02,0.28
Power Pro Kun Pocket 3,0,0,0.27,0.01,0.28
Myst III: Exile,0.14,0.11,0,0.04,0.28
Castlevania: Aria of Sorrow,0.2,0.07,0,0,0.28
NBA 2K12,0.22,0.03,0,0.03,0.28
R.U.S.E.,0.04,0.19,0,0.05,0.28
Mobile Suit Gundam Side Story I: Senritsu no Blue,0,0,0.28,0,0.28
Armored Core: Project Phantasma,0.06,0.04,0.15,0.02,0.28
Donkey Kong GB: Dinky Kong & Dixie Kong,0,0,0.28,0,0.28
Kobitodzukan: Kobito Kansatsu Set,0,0,0.28,0,0.28
ExciteBots: Trick Racing,0.26,0,0,0.02,0.28
Pro Evolution Soccer 2013,0,0.07,0.18,0.03,0.28
Deadpool,0.13,0.1,0,0.05,0.28
Nichibutsu Arcade Classics,0,0,0.28,0,0.28
Kenka Bancho: Badass Rumble,0.06,0,0.2,0.01,0.27
Cabela's Trophy Bucks,0.13,0.11,0,0.04,0.27
Moero! Nekketsu Rhythm Damashii: Osu! Tatakae! Ouendan! 2,0,0,0.27,0,0.27
Q-Ball: Billiards Master,0.13,0.1,0,0.04,0.27
Mr. Do!,0.26,0.02,0,0,0.27
How to Train Your Dragon 2,0.05,0.2,0,0.02,0.27
Boogie,0.25,0,0,0.02,0.27
Tao Feng: Fist of the Lotus,0.21,0.06,0,0.01,0.27
Rapala Pro Bass Fishing 2010,0.18,0.06,0,0.03,0.27
Shin Nippon Pro Wrestling: Toukon Retsuden 2,0,0,0.26,0.02,0.27
Dragon Ball Z: Budokai 2,0.21,0.06,0,0.01,0.27
The Legend of Zelda: The Minish Cap(weekly JP sales),0,0,0.27,0.01,0.27
Motocross Maniacs Advance,0.2,0.07,0,0,0.27
Resident Evil 2: Dual Shock Edition,0,0,0.26,0.02,0.27
Dynasty Warriors,0.09,0.06,0.11,0.02,0.27
M&M's Blast!,0.2,0.07,0,0,0.27
Zumba Fitness: World Party,0.14,0.11,0,0.03,0.27
Need for Speed: Most Wanted,0.24,0.01,0,0.02,0.27
Final Fantasy X International,0,0,0.27,0,0.27
Tiny Toon Adventures: Plucky's Big Adventure,0.15,0.1,0,0.02,0.27
NHL Hitz 20-02,0.2,0.06,0,0.01,0.27
Iron Man 2,0.15,0.1,0,0.03,0.27
Indy 500,0.26,0.01,0,0,0.27
Littlest Pet Shop: Beach Friends,0.25,0,0,0.02,0.27
Trivial Pursuit,0.09,0.01,0,0.17,0.27
Suikoden Tierkreis,0.09,0.01,0.15,0.01,0.27
Evil Dead: Hail to the King,0.15,0.1,0,0.02,0.27
Dragon Ball GT: Final Bout,0.02,0.02,0.22,0.02,0.27
Burstrick: Wake Boarding!!,0.15,0.1,0,0.02,0.27
Dave Mirra Freestyle BMX: Maximum Remix,0.15,0.1,0,0.02,0.27
Divinity: Original Sin,0.09,0.12,0.02,0.04,0.27
R.U.S.E.,0.12,0.12,0,0.03,0.27
Hatsune Miku: Project Diva f,0.08,0,0.19,0.01,0.27
Resident Evil: Deadly Silence,0.12,0.03,0.11,0.01,0.27
Pac-Pix,0.16,0,0.1,0.01,0.27
Beamrider,0.26,0.01,0,0,0.27
EyePet,0.02,0.17,0,0.09,0.27
The Evil Within,0.09,0.16,0,0.02,0.27
Athens 2004,0.13,0.1,0,0.03,0.27
Gunship,0.15,0.1,0,0.02,0.27
Jikkyou Powerful Pro Yakyuu Portable 4,0,0,0.27,0,0.27
SD Gundam G Generation Portable,0,0,0.27,0,0.27
Sydney 2000,0.15,0.1,0,0.02,0.27
Pro Race Driver,0.13,0.1,0,0.03,0.27
Baten Kaitos: Eternal Wings and the Lost Ocean,0.21,0.05,0,0.01,0.27
Bishoujo Senshi Sailormoon R,0,0,0.27,0,0.27
The Club,0.15,0.1,0,0.02,0.27
Slam Dunk: Yonkyo Taiketsu!!,0,0,0.27,0,0.27
Rhythm Thief & the Emperor's Treasure,0.07,0.07,0.12,0.01,0.27
Rocky: Legends,0.13,0.1,0,0.03,0.27
NickToons: Racing,0.19,0.07,0,0,0.27
MotionSports: Adrenaline,0.14,0.1,0,0.03,0.27
Tiger Woods PGA Tour 07,0.2,0.04,0,0.04,0.27
Gun,0.24,0.01,0,0.02,0.27
NHL 07,0.25,0.01,0,0.02,0.27
Flag Capture,0.25,0.02,0,0,0.27
Bridge,0.25,0.02,0,0,0.27
G-Force,0.12,0.01,0,0.14,0.27
LEGO Harry Potter: Years 5-7,0.1,0.11,0,0.06,0.27
The Adventures of Tintin: The Game,0.06,0.16,0,0.05,0.27
RalliSport Challenge 2,0.18,0.08,0,0.01,0.27
Fushigi no Dungeon: Fuurai no Shiren GB: Tsukikagemura no Kaibutsu,0,0,0.27,0,0.27
Wave Rally,0.13,0.1,0,0.03,0.27
Over the Hedge,0.19,0.07,0,0,0.27
Disgaea 5: Alliance of Vengeance,0.1,0.08,0.06,0.04,0.27
Disney's Chicken Little,0.21,0.05,0,0.01,0.27
Battle of Giants: Mutant Insects,0.09,0.15,0,0.03,0.27
Ty the Tasmanian Tiger,0.21,0.05,0,0.01,0.27
Sengoku Basara 4,0,0,0.27,0,0.27
Yu-Gi-Oh! The Sacred Cards (JP weekly sales),0,0,0.26,0.01,0.27
WWE Road to WrestleMania X8,0.19,0.07,0,0,0.27
Medarot 3: Kabuto / Kuwagata Version,0,0,0.27,0,0.27
Fullmetal Alchemist 2: Curse of the Crimson Elixir,0.13,0.1,0,0.03,0.27
Sherlock Holmes: Crimes & Punishments,0.08,0.14,0,0.05,0.27
NASCAR 06: Total Team Control,0.2,0.06,0,0.01,0.27
Bratz: The Movie,0.24,0.01,0,0.02,0.27
BloodRayne 2,0.13,0.1,0,0.03,0.27
Spider-Man: Web of Shadows,0.2,0.04,0,0.03,0.27
NHL 2002,0.2,0.06,0,0.01,0.27
Reader Rabbit Kindergarten,0.25,0,0,0.02,0.27
Tropico 4,0.1,0.13,0,0.04,0.27
NBA In The Zone '98,0.25,0.02,0,0,0.27
Jikkyou Powerful Pro Yakyuu 5,0,0,0.27,0,0.27
NBA Jam 99,0.25,0.02,0,0,0.27
Shadow Man,0.18,0.08,0,0.01,0.27
Command & Conquer,0.22,0.05,0,0,0.27
Call of Juarez: The Cartel,0.14,0.11,0,0.03,0.27
Shadow of Rome,0.13,0.1,0,0.03,0.27
Tohoku Daigaku Karei Igaku Kenkyuusho - Kawashima Ryuuta Kyouju Kanshuu - Mono Sugoku Nou o Kitaeru 5-Funkan no Oni Training,0,0,0.27,0,0.27
Tales of Eternia,0,0.01,0.25,0.01,0.27
Harry Potter and the Order of the Phoenix,0.13,0.1,0,0.03,0.27
Ben 10 Triple Pack,0.13,0.12,0,0.03,0.27
Need for Speed Rivals,0.04,0.19,0,0.04,0.27
Stuntman: Ignition,0.13,0.1,0,0.03,0.27
Fantastic 4,0.2,0.06,0,0.01,0.27
Mat Hoffman's Pro BMX,0.19,0.07,0,0,0.27
MotoGP,0.06,0.05,0.14,0.02,0.27
The Penguins of Madagascar,0.13,0.12,0,0.02,0.27
Summer Athletics: The Ultimate Challenge (US sales),0.23,0.04,0,0,0.27
Rock Revolution,0.25,0,0,0.02,0.27
Etrian Odyssey II: Heroes of Lagaard,0.1,0,0.16,0.01,0.27
LEGO The Hobbit,0.13,0.12,0,0.02,0.27
Jikkyou Powerful Pro Yakyuu 2,0,0,0.27,0,0.27
The Incredible Hulk,0.22,0.03,0,0.03,0.27
Resident Evil: Revelations,0.12,0.11,0.02,0.02,0.27
Major League Baseball 2K10,0.25,0,0,0.02,0.27
NASCAR 2011: The Game,0.25,0,0,0.02,0.27
Thoroughbred Breeder II,0,0,0.27,0,0.27
Shin Megami Tensei: Devil Survivor,0.14,0,0.12,0.01,0.27
Magical Vacation,0,0,0.26,0.01,0.27
XGIII: Extreme G Racing,0.13,0.1,0,0.03,0.27
NBA Live 2004,0.21,0.05,0,0.01,0.27
Dragon Ball: XenoVerse,0.16,0.08,0,0.02,0.27
NASCAR Thunder 2003,0.2,0.06,0,0.01,0.27
Section 8,0.15,0.09,0,0.03,0.27
Superbike 2000,0.15,0.1,0,0.02,0.27
America's Test Kitchen: Let's Get Cooking,0.25,0,0,0.02,0.27
Final Fantasy XI: Ultimate Collection,0.25,0,0,0.02,0.27
Fire Emblem: Shin Monshou no Nazo Hikari to Kage no Eiyuu,0,0,0.27,0,0.27
F1 2016 (Codemasters),0.01,0.21,0.01,0.04,0.27
Connect Four / Perfection / Trouble,0.19,0.07,0,0,0.27
Wipeout 2,0.25,0,0,0.02,0.27
Ratatouille,0.23,0.02,0,0.02,0.27
The Incredible Hulk,0.22,0.03,0,0.02,0.27
Dora the Explorer: Dora Saves the Crystal Kingdom,0.24,0.01,0,0.02,0.27
Alundra 2: A New Legend Begins,0.15,0.1,0,0.02,0.27
Reign of Fire,0.13,0.1,0,0.03,0.27
Scooby-Doo! and the Spooky Swamp,0.08,0.11,0,0.08,0.27
Jikkyou Powerful Pro Yakyuu '98 Ketteiban,0,0,0.25,0.02,0.27
Ace Attorney 6,0,0,0.27,0,0.27
The Sims 2: Pets,0.21,0.05,0,0.01,0.27
Cake Mania 2: Jill's Next Adventure!,0.24,0,0,0.02,0.27
Batman: Arkham Origins Blackgate,0.16,0.09,0,0.02,0.27
The BIGS,0.18,0.08,0,0,0.27
Initial D: Special Stage,0,0,0.27,0,0.27
Madden NFL 08,0.24,0,0,0.02,0.27
Jurassic Park: Operation Genesis,0.13,0.1,0,0.03,0.27
Family Feud: 2010 Edition,0.25,0,0,0.02,0.27
Final Doom,0.15,0.1,0,0.02,0.27
Deadly Premonition,0.18,0.06,0,0.02,0.27
Rock Revolution,0.25,0,0,0.02,0.27
Are You Smarter than a 5th Grader? Game Time,0.25,0,0,0.02,0.27
NBA ShootOut 2001,0.15,0.1,0,0.02,0.27
Knockout Kings 2002,0.2,0.06,0,0.01,0.27
Wipeout 2,0.25,0,0,0.02,0.27
Payday 2,0.09,0.14,0,0.04,0.27
Ultimate NES Remix,0.15,0.09,0,0.02,0.27
Megamind: The Blue Defender,0.19,0.05,0,0.02,0.27
NFL Street 3,0.24,0,0,0.02,0.27
Battle Arena Toshinden 3,0.06,0.04,0.14,0.02,0.27
Teenage Mutant Ninja Turtles: Danger of the Ooze,0.11,0.11,0,0.05,0.27
Jade Cocoon: Story of the Tamamayu,0.15,0.1,0,0.02,0.27
Super Nazo Puyo: Ruruu no Ruu,0,0,0.27,0,0.27
Cabela's Big Game Hunter 2010,0.25,0,0,0.02,0.27
InuYasha: Feudal Combat,0.13,0.1,0,0.03,0.27
Duel Masters,0.13,0.1,0,0.03,0.27
Ninja Gaiden Sigma,0.13,0.06,0.04,0.04,0.27
Super Collapse! 3,0.25,0,0,0.02,0.27
Superman Returns,0.23,0.02,0,0.02,0.27
The Dog Island,0.13,0.1,0,0.03,0.27
My Virtual Tutor: Reading Adventure Kindergarten to First,0.25,0,0,0.02,0.27
Dynasty Warriors Next,0.06,0.07,0.11,0.03,0.27
Major League Baseball 2K9,0.25,0,0,0.02,0.27
Jikkyou Powerful Pro Yakyuu 2010,0,0,0.27,0,0.27
Operation Armored Liberty,0.19,0.07,0,0,0.27
Rory McIlroy PGA Tour,0.15,0.09,0,0.02,0.27
Dynasty Warriors 7: Xtreme Legends,0.04,0.05,0.16,0.02,0.27
Summer Sports 2: Island Sports Party,0.24,0,0,0.02,0.27
Imagine: Fashion Party,0.25,0,0,0.02,0.27
Fish Tycoon,0.24,0,0,0.02,0.27
Scene It? Twilight,0.16,0.08,0,0.02,0.27
And1 Streetball,0.13,0.1,0,0.03,0.27
Don King Boxing,0.14,0.1,0,0.03,0.27
Atelier Ayesha: The Alchemist of Dusk,0.06,0.04,0.14,0.02,0.27
Angry Birds Trilogy,0.18,0.06,0,0.02,0.27
Dragon Ball Z: Tenkaichi Tag Team,0.11,0.04,0.09,0.03,0.27
Sonic X: Game Boy Advance Video Volume 1,0.19,0.07,0,0,0.27
ESPN NBA Basketball,0.2,0.06,0,0.01,0.27
Gallop Racer 2: One and Only Road to Victory,0,0,0.25,0.02,0.27
NBA 07,0.24,0,0.01,0.02,0.26
Lowrider,0.11,0.09,0.03,0.03,0.26
Reload: Target Down,0.25,0,0,0.02,0.26
All-Pro Football 2K8,0.24,0,0,0.02,0.26
Dungeons & Dragons: Eye of the Beholder,0.19,0.07,0,0,0.26
The Crew,0.06,0.18,0,0.02,0.26
"Barbie: Jet, Set & Style!",0.23,0.01,0,0.02,0.26
Battlestations: Midway,0.21,0.02,0,0.02,0.26
Rayman DS,0.21,0.04,0,0.02,0.26
Gundam Breaker,0,0,0.26,0,0.26
The House of the Dead 2,0,0,0.26,0,0.26
Create,0.22,0.03,0,0.02,0.26
A.C.E.: Another Century's Episode R,0,0,0.26,0,0.26
Littlest Pet Shop: Friends,0.22,0.02,0,0.02,0.26
Rune: Viking Warlord,0.13,0.1,0,0.03,0.26
Panzer Dragoon Orta,0.16,0.05,0.04,0.01,0.26
Jikkyou Powerful Pro Yakyuu '99 Ketteiban,0,0,0.25,0.02,0.26
Dragon Age Origins: Awakening,0.24,0,0,0.02,0.26
King's Field II,0.08,0.06,0.11,0.02,0.26
Danganronpa 2: Goodbye Despair,0.13,0.07,0,0.06,0.26
Aikatsu! 2-nin no My Princess,0,0,0.26,0,0.26
Beyblade: Metal Fusion,0.08,0.03,0.14,0.01,0.26
NCAA Gamebreaker,0.15,0.1,0,0.02,0.26
Petz: Horsez 2,0.13,0.1,0,0.03,0.26
NPPL: Championship Paintball 2009,0.13,0.1,0,0.03,0.26
Skylanders: SuperChargers,0.05,0.19,0,0.02,0.26
Zoo Tycoon 2: Ultimate Collection,0.04,0.18,0,0.04,0.26
Tomba!,0.15,0.1,0,0.02,0.26
Love Plus,0,0,0.26,0,0.26
Tales of Innocence,0,0,0.26,0,0.26
MLB SlugFest 2006,0.13,0.1,0,0.03,0.26
J Stars Victory Vs.,0,0.07,0.17,0.02,0.26
Rugrats: I Gotta Go Party,0.19,0.07,0,0,0.26
Virtua Racing,0,0,0.26,0,0.26
Crash Tag Team Racing,0.16,0.06,0,0.04,0.26
Prison Break: The Conspiracy,0.05,0.16,0,0.05,0.26
Bolt,0.09,0.02,0,0.16,0.26
DS Bungaku Zenshuu,0,0,0.26,0,0.26
We Cheer 2,0.24,0,0,0.02,0.26
Nancy Drew: The Mystery of the Clue Bender Society,0.24,0,0,0.02,0.26
Inazuma Eleven GO 3: Galaxy,0,0,0.26,0,0.26
Ford Racing 3,0.13,0.1,0,0.03,0.26
Michael Jackson: The Experience,0.22,0.03,0,0.02,0.26
Phantasy Star Universe: Ambition of the Illuminus,0.1,0.08,0.05,0.03,0.26
Project Runway,0.24,0,0,0.02,0.26
Jikkyou Powerful Pro Yakyuu 2013,0,0,0.26,0,0.26
The Adventures of Jimmy Neutron Boy Genius vs. Jimmy Negatron,0.19,0.07,0,0,0.26
Sengoku Basara 2,0,0,0.26,0,0.26
Naruto: Ultimate Ninja Heroes,0.26,0,0,0,0.26
Inazuma Eleven Strikers,0,0.01,0.25,0,0.26
Hey Arnold! The Movie,0.19,0.07,0,0,0.26
Final Fantasy V Advance,0,0,0.26,0.01,0.26
Need for Speed: Most Wanted,0.19,0.07,0,0,0.26
Lumines: Electronic Symphony,0.11,0.1,0.01,0.05,0.26
Star Trek: Invasion,0.15,0.1,0,0.02,0.26
Final Fantasy Crystal Chronicles: Echoes of Time,0.13,0.06,0.05,0.02,0.26
Jonah Lomu Rugby Challenge,0,0.2,0,0.06,0.26
Babysitting Mania,0.24,0,0,0.02,0.26
Star Wars: Bounty Hunter,0.2,0.05,0,0.01,0.26
Tom and Jerry in War of the Whiskers,0.13,0.1,0,0.03,0.26
Ace Attorney Investigations 2,0,0,0.26,0,0.26
Minute to Win It,0.25,0,0,0.02,0.26
Smart Girl's Playhouse,0.24,0,0,0.02,0.26
Racquet Sports,0.14,0.09,0,0.02,0.26
TouchMaster 3(Others sales),0,0.24,0,0.02,0.26
The Elder Scrolls IV: Oblivion,0.01,0.2,0,0.05,0.26
Jikkyou Powerful Pro Yakyuu 2011,0,0,0.26,0,0.26
Madden NFL 2005,0.24,0,0,0.02,0.26
Skylanders: Trap Team,0.14,0.1,0,0.02,0.26
Yu-Gi-Oh! Ultimate Masters: World Championship Tournament 2006,0.14,0.05,0.07,0.01,0.26
Power Pro Kun Pocket 5,0,0,0.25,0.01,0.26
Konjiki no Gashbell!! Makai no Bookmark,0,0,0.25,0.01,0.26
Plants vs. Zombies,0.24,0,0,0.02,0.26
Riding Spirits,0.13,0.1,0,0.03,0.26
Disney Sing It: Pop Hits,0.17,0.05,0,0.03,0.26
Indiana Jones and the Staff of Kings,0.17,0.07,0,0.02,0.26
Etrian Odyssey Untold: The Millennium Girl,0.1,0.01,0.14,0.01,0.26
Bust A Groove 2,0.04,0.03,0.18,0.02,0.26
Hatsune Miku: Project Diva,0,0,0.26,0,0.26
Juiced 2: Hot Import Nights,0.18,0.04,0.01,0.03,0.26
Gundam Battle Universe,0,0,0.26,0,0.26
Sengoku Basara: Battle Heroes,0,0,0.26,0,0.26
Nightmare Creatures,0.21,0.05,0,0,0.26
Star Wars Episode I: Battle for Naboo,0.21,0.05,0,0,0.26
Duke Nukem: Zero Hour,0.21,0.05,0,0,0.26
Armorines: Project S.W.A.R.M.,0.21,0.05,0,0,0.26
NCAA March Madness 08,0.13,0.1,0,0.03,0.26
Armored Core: Nexus,0.06,0.05,0.14,0.02,0.26
Evolution Skateboarding,0.13,0.1,0,0.03,0.26
Dora the Explorer: The Search for Pirate Pig's Treasure,0.19,0.07,0,0,0.26
Muramasa: The Demon Blade,0.13,0,0.1,0.03,0.26
Yakuza: Ishin,0,0,0.26,0,0.26
Indiana Jones and the Staff of Kings,0.11,0.1,0,0.06,0.26
Tony Hawk: Shred,0.17,0.07,0,0.02,0.26
Outlaw Volleyball,0.19,0.06,0,0.01,0.26
Batman: Vengeance,0.2,0.05,0,0.01,0.26
The Amazing Spider-Man 2 (2014),0.1,0.14,0,0.02,0.26
RealSports Football,0.24,0.01,0,0,0.26
Tiger Woods PGA Tour 10,0.12,0.01,0,0.13,0.26
SD Gundam G Generation: Cross Drive,0,0,0.26,0,0.26
Tom Clancy's Splinter Cell: Double Agent,0.2,0.03,0,0.03,0.26
Monsters vs. Aliens,0.14,0.09,0,0.03,0.26
Dungeons & Dragons Heroes,0.19,0.06,0,0.01,0.26
The Testament of Sherlock Holmes,0.05,0.15,0,0.06,0.26
Game of Thrones,0.15,0.08,0,0.02,0.26
Loving Life with Hello Kitty & Friends,0.15,0.08,0,0.02,0.26
McGrath Vs. Pastrana Freestyle Motocross,0.14,0.1,0,0.02,0.26
